prompt,source,filename,f1,f2,f3,f4
llm_free,ai,4000_story_1108_llm_free.txt,-12.269051,-5.812670673,1.3408877465,-1.282827684
human,human,4000_story_1111.txt,-5.169826608,-5.204532918,-17.63913874,-1.431533013
llm_free,ai,4000_story_1111_llm_free.txt,-16.31642916,-15.02078182,1.9708427095,1.4601152365
human,human,4000_story_1112.txt,7.257045048,-8.456704483,-15.87644205,-2.677545156
llm_free,ai,4000_story_1112_llm_free.txt,-18.11061175,-11.16238615,-1.553049694,-0.069664093
human,human,4000_story_1114.txt,8.0675685362,3.7278772729,-10.93217699,-4.074355074
llm_free,ai,4000_story_1114_llm_free.txt,-12.59736117,-9.69539252,0.1730479755,-2.245560577
human,human,4000_story_1116.txt,0.6943324426,0.8175002698,-14.89099422,-4.699610318
llm_free,ai,4000_story_1116_llm_free.txt,-15.92766444,-8.189709294,2.1326856993,-1.340792
human,human,4000_story_1117.txt,3.8678990522,8.1759659841,-8.290699903,-1.584358891
llm_free,ai,4000_story_1117_llm_free.txt,-9.871738144,-8.575735849,6.5098153264,0.2844963252
human,human,4000_story_1121.txt,2.3770167195,-6.217901034,-16.62085131,-1.728555356
llm_free,ai,4000_story_1121_llm_free.txt,-19.51810393,-4.977325122,1.0733865418,-2.197770539
human,human,4000_story_1128.txt,9.9972746932,11.718410376,-9.758002386,-1.756536814
llm_free,ai,4000_story_1128_llm_free.txt,-13.19236597,-12.70669673,4.5443671092,-0.42538825
human,human,4000_story_1130.txt,3.794797151,29.988710926,-8.128835925,-3.301671905
llm_free,ai,4000_story_1130_llm_free.txt,-14.02282411,-11.34336958,-0.008572319,-0.248799049
human,human,4000_story_1132.txt,6.1137031531,7.9179099464,-7.027571735,2.1449595941
llm_free,ai,4000_story_1132_llm_free.txt,-18.99177139,-11.90876972,2.5618054478,-4.768457404
human,human,4000_story_1133.txt,11.176307525,-0.201558092,2.1301211023,-0.678990057
llm_free,ai,4000_story_1133_llm_free.txt,-10.50459473,-6.550028162,6.2389115779,-0.928741681
human,human,4000_story_1136.txt,2.7486448265,-3.295494359,-7.337153139,-2.200014956
llm_free,ai,4000_story_1136_llm_free.txt,-7.226413334,-10.60008954,10.130847118,-0.251730389
human,human,4000_story_1137.txt,24.535821952,-1.549672929,5.7722772064,0.8923058814
llm_free,ai,4000_story_1137_llm_free.txt,-16.89667256,-2.719103729,11.32400413,1.5369205263
human,human,4000_story_1138.txt,18.759432457,-11.92107819,-0.700854389,-3.398969023
llm_free,ai,4000_story_1138_llm_free.txt,-15.64136242,-6.700652808,3.0440166101,0.5386916364
human,human,4000_story_1139.txt,14.336924065,-3.137334177,2.6211058328,0.8272939758
llm_free,ai,4000_story_1139_llm_free.txt,-10.49542131,-1.762916397,5.300161416,-2.099716449
human,human,4000_story_1141.txt,11.997694333,-7.088271503,-3.621564618,-0.984392786
llm_free,ai,4000_story_1141_llm_free.txt,-8.466146504,-5.528520127,8.6469454295,2.6182073087
human,human,4000_story_1143.txt,17.795573166,3.2476432165,-5.19804203,-0.333408836
llm_free,ai,4000_story_1143_llm_free.txt,-11.53477842,-5.717569361,3.156535639,0.9240661699
human,human,4000_story_1144.txt,3.7860141542,-0.231653507,-9.510515985,-1.432456327
llm_free,ai,4000_story_1144_llm_free.txt,-17.18077658,-10.91001498,1.8334312725,-2.898265815
human,human,4000_story_1145.txt,5.3427161713,-5.519233383,-3.765339973,-0.190453082
llm_free,ai,4000_story_1145_llm_free.txt,-19.4647759,-8.654808093,1.9512314357,-0.7877457
human,human,4000_story_1146.txt,20.570010714,-0.261985222,-0.934331402,-0.509953831
llm_free,ai,4000_story_1146_llm_free.txt,-13.46992385,-5.002754514,4.4337226681,1.6980742022
human,human,4000_story_1148.txt,9.1191361342,-7.759039623,-10.12583265,3.4567582512
llm_free,ai,4000_story_1148_llm_free.txt,-6.682451036,-10.17034466,8.7431687265,1.5562896944
human,human,4000_story_1150.txt,8.4029583712,-1.061633995,-1.717042111,-0.450514171
llm_free,ai,4000_story_1150_llm_free.txt,-15.49650368,-12.84069863,2.7586757751,-0.921436409
human,human,4000_story_1151.txt,4.443351802,5.1229602269,-8.79808226,2.4762340195
llm_free,ai,4000_story_1151_llm_free.txt,-13.77948636,-17.70261442,4.2372609271,0.7944904059
human,human,4000_story_1158.txt,18.871177444,-1.042571626,0.9527558509,-2.434812693
llm_free,ai,4000_story_1158_llm_free.txt,-15.7533752,-11.32581373,3.0338591401,0.6921448554
human,human,4000_story_1160.txt,24.844932197,-1.85343665,5.9599896362,-1.113393181
llm_free,ai,4000_story_1160_llm_free.txt,-9.495275123,-9.633493933,10.079053405,3.8809020067
human,human,4000_story_1161.txt,-0.97989909,-8.36625829,-16.07404657,-3.662434494
llm_free,ai,4000_story_1161_llm_free.txt,-21.13220824,-14.67086767,0.046019441,-3.548692645
human,human,4000_story_1171.txt,6.0924871618,-6.90058142,-7.617930282,-7.819208444
llm_free,ai,4000_story_1171_llm_free.txt,-10.7466043,-9.015811504,9.6944428229,3.1823742887
human,human,4000_story_1181.txt,-0.164466356,7.1760019391,-12.26809935,1.4365161576
llm_free,ai,4000_story_1181_llm_free.txt,-4.981965027,-12.59963219,11.638527504,4.2878226125
human,human,4000_story_1182.txt,11.930014654,-4.388413176,-6.897170303,2.2962924659
llm_free,ai,4000_story_1182_llm_free.txt,-15.54095981,-9.860910378,2.2862996356,0.1454966148
human,human,4000_story_1186.txt,38.81612204,8.4927519697,10.003913184,6.0229948617
llm_free,ai,4000_story_1186_llm_free.txt,-14.59400118,-8.994333719,4.111310856,-0.403669914
human,human,4000_story_1193.txt,12.563918655,3.5329293492,-4.86833605,3.3108858157
llm_free,ai,4000_story_1193_llm_free.txt,-15.792158,-12.78259685,0.8277864717,0.1643950504
human,human,4000_story_1194.txt,25.908887038,-7.389801184,0.303265609,8.5169797346
llm_free,ai,4000_story_1194_llm_free.txt,-10.80567962,-13.57069344,4.4775515259,4.8412091809
human,human,4000_story_1197.txt,20.765578426,1.8707294954,0.5132295164,3.4633920563
llm_free,ai,4000_story_1197_llm_free.txt,-15.3953184,-12.10680482,-0.472421744,-0.568622985
human,human,4000_story_1199.txt,24.642351373,1.8698071409,5.8943002292,5.2262089002
llm_free,ai,4000_story_1199_llm_free.txt,-15.2224785,-12.58804403,6.6725632518,-2.926784321
human,human,4000_story_1205.txt,22.631587109,-6.483394025,4.7646393513,3.2200279942
llm_free,ai,4000_story_1205_llm_free.txt,-9.127338602,-2.755495799,5.3483724414,0.5567846995
human,human,4000_story_1212.txt,7.0231238065,18.196462473,-8.591362593,0.8799182081
llm_free,ai,4000_story_1212_llm_free.txt,-11.05881652,-6.251444205,6.7364804893,-1.682442228
human,human,4000_story_1216.txt,16.53891051,-11.30096911,-3.823672485,8.0472490083
llm_free,ai,4000_story_1216_llm_free.txt,-12.39751346,-1.080030244,1.9507648713,-0.708129149
human,human,4000_story_1218.txt,12.175524087,-5.152734199,-2.229377451,2.4126184844
llm_free,ai,4000_story_1218_llm_free.txt,-13.73395432,-14.70301583,3.644793052,1.2683235478
human,human,4000_story_1227.txt,19.119578279,5.9191767869,-8.397655381,0.6568723002
llm_free,ai,4000_story_1227_llm_free.txt,-10.33652349,-11.59071638,4.3887536361,0.8781030038
human,human,4000_story_1228.txt,4.3143539239,7.3570808821,-8.958794701,2.1772178041
llm_free,ai,4000_story_1228_llm_free.txt,-10.75619442,-7.319640996,3.2594301962,2.6454062878
human,human,4000_story_1239.txt,9.7980235514,-1.663028115,6.8233513715,4.5860892925
llm_free,ai,4000_story_1239_llm_free.txt,-16.40689551,-12.55600956,3.0394832668,2.6002955058
human,human,4000_story_1244.txt,12.23231637,10.786449914,-12.29986946,-0.693059819
llm_free,ai,4000_story_1244_llm_free.txt,-10.01476523,-10.97933676,3.2752925185,-1.396116715
human,human,4000_story_1250.txt,15.406792611,3.9302828236,8.5347569162,-3.256665596
llm_free,ai,4000_story_1250_llm_free.txt,-11.21025274,-9.205479916,0.7362458403,-2.07457834
human,human,4000_story_1252.txt,21.090941569,-2.577574352,0.2795573332,-1.179376255
llm_free,ai,4000_story_1252_llm_free.txt,-19.30297875,-12.19238357,-1.249934797,-1.963128091
human,human,4000_story_1258.txt,21.542790217,22.82429471,-1.333899308,-0.015910256
llm_free,ai,4000_story_1258_llm_free.txt,-15.99109151,-9.156633396,-2.736312159,-2.507531572
human,human,4000_story_1260.txt,10.553423877,27.551246955,-7.558980592,0.8889114023
llm_free,ai,4000_story_1260_llm_free.txt,-13.97527095,-12.3100084,-1.433430705,-2.367807935
human,human,4000_story_1262.txt,16.16888219,28.836480212,-8.209948556,-0.615998748
llm_free,ai,4000_story_1262_llm_free.txt,-15.86266538,-5.182907972,12.184370616,-1.448068667
human,human,4000_story_1267.txt,14.067360039,22.586445124,-7.284068016,1.3578765742
llm_free,ai,4000_story_1267_llm_free.txt,-16.07511834,-10.91034367,1.2316513635,-2.418109311
human,human,4000_story_1269.txt,21.839378992,16.752914364,-5.304187421,1.1928685637
llm_free,ai,4000_story_1269_llm_free.txt,-11.72095634,-13.50197161,6.7526882945,-0.79967002
human,human,4000_story_1270.txt,11.056227623,20.070517816,-6.50674177,0.8902614299
llm_free,ai,4000_story_1270_llm_free.txt,-14.0232785,-13.69505933,-2.476315157,0.6182626991
human,human,4000_story_1271.txt,30.879419144,32.558335031,1.2594835633,-0.473471159
llm_free,ai,4000_story_1271_llm_free.txt,-11.22511021,-10.73154353,5.7016719307,-1.090181132
human,human,4000_story_1273.txt,15.679048524,20.743723677,5.8272642471,2.1815593909
llm_free,ai,4000_story_1273_llm_free.txt,-6.365501089,-7.64320021,12.272335466,1.5094862667
human,human,4000_story_1274.txt,28.625909088,5.8845875931,15.934087884,7.0538273147
llm_free,ai,4000_story_1274_llm_free.txt,-8.46499606,-10.76745672,7.1435666195,1.7193411306
human,human,4000_story_1275.txt,18.446562456,7.0928925472,0.239838157,-0.285670339
llm_free,ai,4000_story_1275_llm_free.txt,-4.262139312,-6.488236404,9.4265566223,2.3163708944
human,human,4000_story_1279.txt,30.301980719,8.3027367657,15.869778917,8.9855354467
llm_free,ai,4000_story_1279_llm_free.txt,-9.962098334,-11.43815475,3.971998425,-0.174363042
human,human,4000_story_1280.txt,24.758825171,7.626324329,4.3695211272,-0.636115442
llm_free,ai,4000_story_1280_llm_free.txt,-12.89034426,-13.12478952,2.8383251585,-1.543012508
human,human,4000_story_1284.txt,10.386992408,10.702448184,-0.398764708,1.1311843164
llm_free,ai,4000_story_1284_llm_free.txt,-11.7563306,-8.44525088,2.8197520294,2.7590415907
human,human,4000_story_1285.txt,19.621884392,30.827370265,3.486938226,0.5042099583
llm_free,ai,4000_story_1285_llm_free.txt,-11.28951019,-9.761046837,0.5214263752,-2.238989576
human,human,4000_story_1286.txt,3.5555165749,13.056347926,1.4741385918,3.9884569206
llm_free,ai,4000_story_1286_llm_free.txt,-17.66750279,-4.815496114,3.0219888174,-2.044575238
human,human,4000_story_1287.txt,22.205944038,24.943699235,3.3332529356,2.9573846773
llm_free,ai,4000_story_1287_llm_free.txt,-18.33100738,-7.191296289,0.9816377254,-1.970583843
human,human,4000_story_1288.txt,22.365592207,-2.893250903,-0.892434484,0.7866018934
llm_free,ai,4000_story_1288_llm_free.txt,-10.27677213,-8.993529609,10.685459196,2.5722180219
human,human,4000_story_1292.txt,5.9932083838,16.103306466,-5.999616257,-2.264732708
llm_free,ai,4000_story_1292_llm_free.txt,-7.357305874,-3.892372555,13.30372862,4.7111588585
human,human,4000_story_1302.txt,29.914325001,4.4109437011,13.491304383,1.5043749163
llm_free,ai,4000_story_1302_llm_free.txt,-8.585040218,-3.093022526,2.1611805574,-0.234673278
human,human,4000_story_1304.txt,16.357879205,0.9907549001,-5.321732938,-2.504088949
llm_free,ai,4000_story_1304_llm_free.txt,-12.38861147,-8.152422456,3.720282309,-0.820273331
human,human,4000_story_1308.txt,17.639367916,2.8075868183,6.1776697431,-1.242850654
llm_free,ai,4000_story_1308_llm_free.txt,-9.952690795,-5.977289297,3.8438706884,0.0382740974
human,human,4000_story_1310.txt,25.068744162,18.77285554,-0.780868849,-3.628608291
llm_free,ai,4000_story_1310_llm_free.txt,-14.56457459,-8.10921902,4.8156389671,1.1632291347
human,human,4000_story_1312.txt,25.86724549,-1.779354946,0.0323685851,-1.934327748
llm_free,ai,4000_story_1312_llm_free.txt,-16.09395085,-14.4649905,1.2991811991,-2.984844577
human,human,4000_story_1314.txt,9.1786820486,3.7121946974,-9.478009095,-2.733912831
llm_free,ai,4000_story_1314_llm_free.txt,-16.58578773,-11.57711361,2.8750655298,-2.676178111
human,human,4000_story_1319.txt,16.387117136,5.1883869582,-3.833711993,0.1865952371
llm_free,ai,4000_story_1319_llm_free.txt,-8.316265106,-9.429907527,6.5150633618,2.504426084
human,human,4000_story_1320.txt,17.205379933,9.0940260204,7.1528263939,-0.178696423
llm_free,ai,4000_story_1320_llm_free.txt,-14.69804618,-10.12066385,2.5293517846,1.1178938482
human,human,4000_story_1321.txt,22.80194915,11.356699242,-7.155705951,-3.337473216
llm_free,ai,4000_story_1321_llm_free.txt,-12.65810375,-7.057888668,8.8423454693,-1.244725499
human,human,4000_story_1322.txt,17.8414539,7.6746680884,-9.641774592,-2.58389995
llm_free,ai,4000_story_1322_llm_free.txt,-11.0274717,-11.61564365,4.2339764124,-2.999864801
human,human,4000_story_1324.txt,4.0827379386,7.3898804256,-4.749209908,-1.432762497
llm_free,ai,4000_story_1324_llm_free.txt,-19.44798877,-13.72667478,-2.931954974,1.6680844627
human,human,4000_story_1325.txt,4.924967542,3.9568806782,-5.027940325,0.8422114861
llm_free,ai,4000_story_1325_llm_free.txt,-3.338005162,-7.597030192,10.976164961,2.4273650133
human,human,4000_story_1326.txt,-3.449535019,5.4979034974,-9.555209357,-2.629045664
llm_free,ai,4000_story_1326_llm_free.txt,-11.32839281,-15.16413492,3.6569173071,3.5366988851
human,human,4000_story_1327.txt,3.4554713673,6.4803464066,-3.791607775,-0.234584198
llm_free,ai,4000_story_1327_llm_free.txt,-13.248674,-7.622603222,0.4248982406,-0.770198467
human,human,4000_story_1329.txt,3.5189416823,4.6451356552,-7.028068283,-4.34553898
llm_free,ai,4000_story_1329_llm_free.txt,-17.80181498,-2.001474181,3.7733905707,0.95087255
human,human,4000_story_1330.txt,6.8761397314,-4.294943796,-0.205039736,-2.866385282
llm_free,ai,4000_story_1330_llm_free.txt,-15.69107072,-10.01606241,-2.208824938,-2.143433397
human,human,4000_story_1331.txt,12.600193181,5.7470999596,-2.674133431,-0.432713808
llm_free,ai,4000_story_1331_llm_free.txt,-8.122034239,-2.107833927,9.03839495,1.23341186
human,human,4000_story_1332.txt,7.5953642128,-3.201237081,-3.809477506,0.709523122
llm_free,ai,4000_story_1332_llm_free.txt,-3.607796215,-8.06269746,5.1467060989,1.7693188293
human,human,4000_story_1333.txt,15.171827962,3.0549324942,0.2977431134,-1.052534073
llm_free,ai,4000_story_1333_llm_free.txt,-7.96559935,-6.000635679,9.3692173342,3.3626479759
human,human,4000_story_1334.txt,6.9143917135,3.8500366507,-2.644141007,-4.224417553
llm_free,ai,4000_story_1334_llm_free.txt,-15.35183801,-7.856161717,4.2655477187,-0.134654151
human,human,4000_story_1337.txt,-1.208535767,29.026309679,-18.18307829,-1.615912755
llm_free,ai,4000_story_1337_llm_free.txt,-14.05293704,-8.28346391,9.2863260855,-0.385791974
human,human,4000_story_1342.txt,-4.375017335,26.784899694,-19.61079082,0.5647012411
llm_free,ai,4000_story_1342_llm_free.txt,-9.601478574,-6.081650487,8.2994407266,2.5916052754
human,human,4000_story_1343.txt,7.8412299656,19.065706865,-14.41325865,-2.566627717
llm_free,ai,4000_story_1343_llm_free.txt,-9.193968692,-12.41806896,9.7235401973,0.5546754711
human,human,4000_story_1345.txt,-1.695806712,21.238875685,-16.19174949,-4.737456509
llm_free,ai,4000_story_1345_llm_free.txt,-15.37748494,-11.43587636,5.8332300628,-1.772450252
human,human,4000_story_1346.txt,2.3638942616,20.770278982,-12.83091837,-1.230751549
llm_free,ai,4000_story_1346_llm_free.txt,-16.49332361,-12.20487461,2.315534458,-3.933344598
human,human,4000_story_1348.txt,6.1837685749,17.089427255,-8.760933799,-1.221775478
llm_free,ai,4000_story_1348_llm_free.txt,-14.41578361,-10.66335546,3.7976100673,-3.731097969
human,human,4000_story_1354.txt,9.1966611916,28.8572129,-12.10272441,-0.123844684
llm_free,ai,4000_story_1354_llm_free.txt,-3.31191638,-5.90066848,7.966200274,4.4464461388
human,human,4000_story_1357.txt,6.400133996,9.6253623179,-8.453092898,0.1133775958
llm_free,ai,4000_story_1357_llm_free.txt,-8.200550408,-7.245298404,9.1969259599,3.7051564862
human,human,4000_story_1361.txt,9.0310977248,15.156782116,-6.416629778,1.1338442049
llm_free,ai,4000_story_1361_llm_free.txt,-7.029671175,-12.6921835,3.9011922215,0.1976923327
human,human,4000_story_1363.txt,4.4447896376,3.2394485534,-11.74470999,3.9019052256
llm_free,ai,4000_story_1363_llm_free.txt,-9.804377917,-9.63578137,5.0179006615,2.7111445354
human,human,4000_story_1369.txt,9.9339213057,33.416157075,-13.24515823,-2.469122214
llm_free,ai,4000_story_1369_llm_free.txt,-13.87904672,-9.678750027,1.6199230343,-1.270988618
human,human,4000_story_1375.txt,19.826207708,7.1105390556,6.8951321377,1.869744645
llm_free,ai,4000_story_1375_llm_free.txt,-12.76728674,-11.28165669,4.9983804137,0.1501310506
human,human,4000_story_1380.txt,9.4479904765,12.267715452,-11.50498718,-0.628267588
llm_free,ai,4000_story_1380_llm_free.txt,-9.698206727,-5.384001778,11.986839038,0.0655428967
human,human,4000_story_1386.txt,2.6257682106,10.785186692,-19.05906072,-3.326339559
llm_free,ai,4000_story_1386_llm_free.txt,-11.63825612,-6.098645199,5.6231622291,-0.571087076
human,human,4000_story_1393.txt,21.732581324,9.0186127817,-0.511638953,-0.520866638
llm_free,ai,4000_story_1393_llm_free.txt,-16.31710209,-8.064941993,6.541439765,0.2175917671
human,human,4000_story_1399.txt,7.459178534,33.560192398,-17.06096936,-1.852226323
llm_free,ai,4000_story_1399_llm_free.txt,-9.027839785,-10.27707366,-1.899425033,-1.430341372
human,human,4000_story_1402.txt,5.2450908218,24.63719547,-12.72491958,-4.700591159
llm_free,ai,4000_story_1402_llm_free.txt,-14.72682142,-9.650183495,0.8326419855,-3.949923112
human,human,4000_story_1405.txt,4.992718254,23.424021054,-11.16683527,-1.335537549
llm_free,ai,4000_story_1405_llm_free.txt,-17.21848214,-5.590346469,-0.67512937,-3.31042392
human,human,4000_story_1412.txt,12.589605211,6.6634197974,-10.37866541,-3.827188176
llm_free,ai,4000_story_1412_llm_free.txt,-11.82284121,-5.4339127,0.0420322661,-0.303619446
human,human,4000_story_1414.txt,6.9102899022,19.618181616,-9.13306841,2.5734205032
llm_free,ai,4000_story_1414_llm_free.txt,-16.01364345,-12.12069093,-1.091783501,-3.407762936
human,human,4000_story_1418.txt,1.3686702074,12.094165474,-14.69238384,-3.245071364
llm_free,ai,4000_story_1418_llm_free.txt,-11.69890766,-13.01408595,5.7851769095,-0.936036567
human,human,4000_story_1420.txt,19.516309238,26.090553442,-13.5443509,-3.967222535
llm_free,ai,4000_story_1420_llm_free.txt,-13.57520239,-11.37018637,-0.307590421,-0.934294388
human,human,4000_story_1434.txt,-0.114729142,4.0154803461,-22.74733093,-6.926676191
llm_free,ai,4000_story_1434_llm_free.txt,-16.08506757,-10.57008199,1.6857963323,-0.721947853
human,human,4000_story_1446.txt,7.5728060568,8.4945411303,-13.88969396,-2.525316223
llm_free,ai,4000_story_1446_llm_free.txt,-11.88790907,-4.293164348,11.28139995,0.4587292624
human,human,4000_story_1474.txt,0.0380412659,19.855121661,-17.87552185,-2.116199593
llm_free,ai,4000_story_1474_llm_free.txt,-13.18371134,-9.263522512,2.9795073108,-0.381729938
human,human,4000_story_1479.txt,16.681067764,33.365358704,-11.02583152,-3.029848536
llm_free,ai,4000_story_1479_llm_free.txt,-13.08575187,-12.62019286,1.0424346296,0.0696407604
human,human,4000_story_1480.txt,2.1385940986,21.599983922,-12.02023984,-2.583206231
llm_free,ai,4000_story_1480_llm_free.txt,-7.874791052,-9.638786673,13.696675067,2.3513244801
human,human,4000_story_1483.txt,13.966731533,23.104546952,-15.58927659,-1.84248199
llm_free,ai,4000_story_1483_llm_free.txt,-17.18307068,-5.04326341,5.2094368427,-1.393147067
human,human,4000_story_1487.txt,5.4577287139,8.6399726205,-12.3474998,-1.241124252
llm_free,ai,4000_story_1487_llm_free.txt,-13.55514653,-13.34486911,4.3771359211,-1.271100058
human,human,4000_story_1490.txt,11.625262681,-8.923143194,1.7423299813,-1.375231887
llm_free,ai,4000_story_1490_llm_free.txt,-15.67704636,-11.81270892,-3.59178268,-0.540629019
human,human,4000_story_1515.txt,-4.959410609,1.6167417675,-17.37126957,-3.27157314
llm_free,ai,4000_story_1515_llm_free.txt,-8.369941953,-9.190074471,5.4056756204,-0.151822702
human,human,4000_story_1525.txt,16.698687855,-9.752082141,-3.153999756,-1.405642148
llm_free,ai,4000_story_1525_llm_free.txt,-10.83141688,-13.41284511,2.1602045118,0.1479955947
human,human,4000_story_1533.txt,-3.976774388,24.509799684,-16.43365643,-3.870590878
llm_free,ai,4000_story_1533_llm_free.txt,-10.1520835,-16.27119149,0.3819353946,-1.420619912
human,human,4000_story_1557.txt,2.7003519895,-4.203615586,-6.060328357,-0.113215303
llm_free,ai,4000_story_1557_llm_free.txt,-12.1376186,-14.98503502,3.9157659025,1.8069762164
human,human,4000_story_1595.txt,0.0266114134,-1.562908613,-9.500399063,-1.299646031
llm_free,ai,4000_story_1595_llm_free.txt,-18.2859146,-12.16398044,-2.799779795,-4.88687946
human,human,4000_story_1596.txt,11.044643519,4.5843297215,-4.282734551,-2.314316339
llm_free,ai,4000_story_1596_llm_free.txt,-18.83763499,-3.591836182,2.4131115189,3.6140214216
human,human,4000_story_1634.txt,7.4813436211,0.02895642,-2.534553363,2.4462206314
llm_free,ai,4000_story_1634_llm_free.txt,-14.22754071,-6.376275674,5.8669164979,-1.49371258
human,human,4000_story_1637.txt,5.3509517778,9.3086705333,-8.041212136,-0.79877343
llm_free,ai,4000_story_1637_llm_free.txt,-15.24996383,-12.31607637,-0.881618006,1.2223048855
human,human,4000_story_1652.txt,12.532689374,-0.254706697,-2.308966502,0.5494671761
llm_free,ai,4000_story_1652_llm_free.txt,-12.31514275,-13.24691765,4.6004442785,1.3409286374
human,human,4000_story_1659.txt,9.4066960665,-7.787336487,-13.15800383,-1.61612198
llm_free,ai,4000_story_1659_llm_free.txt,-10.23165615,-7.554062426,6.5476787678,0.2720999255
human,human,4000_story_1696.txt,13.717579962,-8.114661035,-2.042253695,0.9215190032
llm_free,ai,4000_story_1696_llm_free.txt,-10.46844065,-13.30690061,6.4788798098,1.3673595901
human,human,4000_story_1707.txt,9.4005194952,11.20628938,-5.555583363,-1.360413146
llm_free,ai,4000_story_1707_llm_free.txt,-14.70352632,-8.745829402,-0.69773468,-2.076051204
human,human,4000_story_1719.txt,13.328751035,0.1102424215,-0.406009347,2.8341574822
llm_free,ai,4000_story_1719_llm_free.txt,-9.782829775,-5.068018432,5.9517301916,0.7388502054
human,human,4000_story_1757.txt,30.611790023,8.9386400349,5.7286291666,6.4394492563
llm_free,ai,4000_story_1757_llm_free.txt,-14.50950196,-11.87513974,0.7905228012,-0.403999896
human,human,4000_story_1761.txt,26.681446048,18.122830912,-1.354487148,-0.127684695
llm_free,ai,4000_story_1761_llm_free.txt,-20.68484561,-13.18628486,-1.90295655,-4.086315673
human,human,4000_story_1764.txt,34.496479153,26.584878829,2.8844917988,1.6699741232
llm_free,ai,4000_story_1764_llm_free.txt,-15.30354315,-11.83608333,5.1241659236,-2.415138424
human,human,4000_story_1770.txt,33.225870706,-9.037580724,4.8375625603,1.5583648888
llm_free,ai,4000_story_1770_llm_free.txt,-13.7952963,-10.8525398,5.9529615592,-3.469755596
human,human,4000_story_1779.txt,0.3708880025,24.610081158,-8.817735977,0.3147242153
llm_free,ai,4000_story_1779_llm_free.txt,-13.21686666,-11.12485123,7.2442604656,3.762277293
human,human,4000_story_1796.txt,34.524983604,7.4488505697,9.4587949064,0.3304779766
llm_free,ai,4000_story_1796_llm_free.txt,-11.46884739,-4.94723297,1.7816967972,-0.26213259
human,human,4000_story_1797.txt,0.1509917125,17.533583418,-7.971281268,1.1173082149
llm_free,ai,4000_story_1797_llm_free.txt,-16.68910354,-7.051172438,2.87615994,0.3402208833
human,human,4000_story_1799.txt,27.984927116,1.4775627232,0.9098107084,3.0375584548
llm_free,ai,4000_story_1799_llm_free.txt,-13.04427279,-4.797983946,3.6267366083,1.0694195149
human,human,4000_story_1808.txt,-3.364491896,8.2929258042,-13.98079968,-2.436881534
llm_free,ai,4000_story_1808_llm_free.txt,-15.84830115,-13.61241692,1.2653031848,-1.519691741
human,human,4000_story_1812.txt,1.172319207,31.152780752,-10.4745151,0.2726574951
llm_free,ai,4000_story_1812_llm_free.txt,-13.58193653,-13.9142132,2.6135402008,-0.850745819
human,human,4000_story_1818.txt,48.675835492,-3.756805834,6.8418802392,4.4884603339
llm_free,ai,4000_story_1818_llm_free.txt,-13.90275331,-14.60923617,0.2941577778,-0.79490101
human,human,4000_story_1819.txt,38.2370786,-4.571296607,14.272983851,2.5434019443
llm_free,ai,4000_story_1819_llm_free.txt,-15.05335321,-9.824148454,4.2202486888,2.1119140475
human,human,4000_story_1823.txt,4.2192227538,26.011770558,-13.62736612,-4.333672121
llm_free,ai,4000_story_1823_llm_free.txt,-12.60877027,-8.601158555,3.4886958716,0.1452242662
human,human,4000_story_1831.txt,5.9156672268,10.728288014,-4.610715371,-6.310385216
llm_free,ai,4000_story_1831_llm_free.txt,-11.54000619,-3.413022167,11.011684299,-1.110334104
human,human,4000_story_1834.txt,27.291465106,-4.059769741,22.385055436,3.3395482717
llm_free,ai,4000_story_1834_llm_free.txt,-10.05627314,-4.877024347,0.505571841,0.3468153121
human,human,4000_story_1836.txt,20.068450769,24.375164577,-2.16310386,2.6956231846
llm_free,ai,4000_story_1836_llm_free.txt,-12.87402441,-7.431493059,8.752249213,2.9543433085
human,human,4000_story_1837.txt,15.173817066,22.231592037,-4.060219543,-1.914137537
llm_free,ai,4000_story_1837_llm_free.txt,-17.48430517,-7.618264632,6.1270354496,0.3272604613
human,human,4000_story_1838.txt,18.318932349,-3.843251147,-3.387494866,-2.691485244
llm_free,ai,4000_story_1838_llm_free.txt,-15.48237845,-12.39244631,8.6345369077,0.6420526391
human,human,4000_story_1840.txt,8.1431502276,-0.807485148,-6.048875756,-1.240298871
llm_free,ai,4000_story_1840_llm_free.txt,-7.564930033,-7.09011786,3.6518931482,-0.709221644
human,human,4000_story_1841.txt,3.4049182297,10.133085952,-19.0619415,-1.979082828
llm_free,ai,4000_story_1841_llm_free.txt,-15.20813299,-13.62975635,3.7622378752,-2.724093081
human,human,4000_story_1843.txt,-4.770749421,20.224696301,-22.9740639,-4.645211184
llm_free,ai,4000_story_1843_llm_free.txt,-0.413958173,-14.38803962,17.163031664,3.8250344962
human,human,4000_story_1844.txt,-5.334262727,13.731629239,-21.28114063,-6.963752261
llm_free,ai,4000_story_1844_llm_free.txt,-16.22458906,-10.34241894,6.0457534474,0.8410056432
human,human,4000_story_1846.txt,3.6910917642,23.372199358,-21.33689662,-4.84348255
llm_free,ai,4000_story_1846_llm_free.txt,-10.16887217,-9.932499892,8.0153494735,-0.398485603
human,human,4000_story_1847.txt,10.540859384,32.343477474,-17.79017328,-6.302208406
llm_free,ai,4000_story_1847_llm_free.txt,-15.24827413,-5.0691003,1.0229027358,-1.245234539
human,human,4000_story_1848.txt,-0.171773598,18.951478575,-13.12199546,1.8391949435
